nodo_id,lat,lon,probabilidad_fallo
Museo del Vino,-34.70406739911644,-71.56801019999995,0.3709126506024097
Museo del Mar de Arica,-18.479126999432086,-70.31932099999995,0.3709126506024097
Museo de la Artesanía,-34.72887899911616,-71.64424899999995,0.3709126506024097
Estadio Nacional Memoria Nacional,-33.463513299131584,-70.61031129999992,0.3709126506024097
Museo de Graneros,-34.068629999123985,-70.72746999999993,0.3709126506024097
Museo de Pinte,-28.97964109619969,-70.28304259599992,0.3709126506024097
Parque Museo Ciprés a cielo despejado,-47.79339019906133,-73.53240379999994,0.3709126506024097
Museo Nacional de Bellas Artes,-33.43538499913194,-70.64346799999993,0.3709126506024097
Museo histórico de Puerto Montt,-41.47615387806361,-72.94843500099995,0.3709126506024097
Museo Regional de Rancagua,-34.173257999122704,-70.7413689999999,0.3709126506024097
Museo Comunitario del Barrio Matta Sur,-33.46675736513152,-70.63379013899993,0.3709126506024097
Museo de la Catedral de Valdivia,-39.81400352007181,-73.24674745699991,0.3709126506024097
Museo Histórico Julio Abasolo Aldea,-37.79820099008596,-72.71715699999993,0.3709126506024097
Museo Benjamín Vicuña Mackenna,-33.44105499913187,-70.63386799999995,0.3709126506024097
Museo Comunitario Despierta Hermano de Malalhue,-39.54077581107349,-72.50857530899992,0.3709126506024097
Teatromuseo del Títere y el Payaso,-33.048052614136985,-71.63034191899993,0.3709126506024097
Museo Cultura Conservación Nativa,-36.73487559909526,-72.98897669999991,0.3709126506024097
Museo de la Solidaridad Salvador Allende,-33.45411349913172,-70.6673027999999,0.3709126506024097
Museo de Bomberos de Lota,-37.09447691809197,-73.15782449299991,0.3709126506024097
Complejo Histórico Iglesia San Francisco de Sales,-53.29523390909639,-70.36655870999994,0.3709126506024097
Museo de Alhué,-34.03227499912442,-71.09834399999994,0.3709126506024097
Museo de la Reconstrucción,-35.73449529910513,-72.53280639999991,0.3709126506024097
Museo de Química y Farmacia Profesor César Leyton,-33.4369981591319,-70.63607687699994,0.3709126506024097
Museo Internacional de la Gráfica de Chillán,-36.60192099909653,-72.10803299999992,0.3709126506024097
Museo del Recuerdo Upasol   Valle de Elqui,-30.034002999181812,-70.71661499999993,0.3709126506024097
Museo Interactivo Mirador,-33.51863399913087,-70.61344599999995,0.3709126506024097
Sala del Cuerpo de Bomberos de Valparaíso,-33.03882854213712,-71.62847884299993,0.3709126506024097
Museo Taller,-33.440519499131874,-70.67399929999993,0.3709126506024097
Museo del Cáñamo,-32.743754306141085,-70.68578957699992,0.3709126506024097
Museo de Sitio Castillo de Niebla,-39.86996399907149,-73.40271999999993,0.3709126506024097
Museo Marítimo Nacional,-33.031866999137236,-71.63132999999993,0.3709126506024097
Museo Municipal de Rere,-37.13036399909164,-72.7286709999999,0.3709126506024097
Museo de la Música Chilena Sinamuarchi,-33.45121799913174,-70.6633139999999,0.3709126506024097
Museo de Arica,-18.47905413543208,-70.3131801159999,0.3709126506024097
Sala Museografíca Casona Rinconada,-32.84767109913974,-70.68557019999992,0.3709126506024097
Museo Salamanca,-31.7823458231547,-70.9594964499999,0.3709126506024097
Museo interactivo regional de agroecología y sustentabilidad (MIRAS),-39.27652229907518,-72.22548289999992,0.3709126506024097
Museo del Carmen de Maipú,-33.510713999131,-70.7650549999999,0.3709126506024097
Museo Nacional de Medicina,-33.41854399913216,-70.65544399999993,0.3709126506024097
Museo Histórico de Placilla,-33.1103571991362,-71.57170059999993,0.3709126506024097
Museo Comunal de Futaleufú,-43.18547489905849,-71.86134779999992,0.3709126506024097
Museo Municipal de Cochrane,-47.25240799905975,-72.57232799999991,0.3709126506024097
Museo Histórico y Antropológico de Valdivia Mauricio Van de Maele,-39.813498999071825,-73.2507589999999,0.3709126506024097
Museo Histórico de Collipulli,-37.95863989908466,-72.43600549999991,0.3709126506024097
Museo Regional de la Araucanía,-38.73676479907883,-72.60293019999995,0.3709126506024097
Museo del Mar Jorge Tomicic,-20.270887999386076,-70.1301039999999,0.3709126506024097
Museo Regional de Iquique,-20.216583973387415,-70.15220358099992,0.3709126506024097
"Centro de Artes, oficios y Museo Almendral",-32.74966499914104,-70.69271399999991,0.3709126506024097
Museo Leandro Penchulef,-39.27681399907516,-72.22578299999992,0.3709126506024097
Museo del Instituto Pedagógico Valentín Letelier,-33.461119999131604,-70.5978529329999,0.3709126506024097
Museo Histórico Religioso y Paleontológico de Curepto,-35.09369999911204,-72.01818099999991,0.3709126506024097
Errante,-34.15400201812293,-70.73193204699993,0.3709126506024097
Centro Cultural Casa Gonzalo Rojas,-36.61016799909641,-72.0963769999999,0.3709126506024097
Museo Fundación Guerra del Pacífico Domingo De Toro Herrera,-33.44487750113183,-70.66311055799991,0.3709126506024097
Parque del Estrecho de Magallanes,-53.602435049099356,-70.94924986399991,0.3709126506024097
Museo Interactivo Claudio Arrau León,-36.60564806609647,-72.10726440299993,0.3709126506024097
Museo Regional de Ancud,-41.86724779906214,-73.8290993999999,0.3709126506024097
Casa Tornini Museo - Centro Cultural,-27.06653811823479,-70.82307782399994,0.3709126506024097
Museo de vida rural y campesina El Canario,-35.946926507102944,-71.62287405399991,0.3709126506024097
Museo Intercultural el Encanto,-40.79802715306662,-72.40420374699994,0.3709126506024097
Museo Histórico Puchoco-Schwager,-37.02379259909259,-73.17802429999995,0.3709126506024097
Museo Histórico y Arqueológico Arturo Möller Sandrock,-40.3346860750689,-72.95494765099994,0.3709126506024097
Museo Andino,-33.72485699912825,-70.67333699999995,0.3709126506024097
Museo Municipal Fernando Cordero Rusque,-53.29484618909639,-70.36816487899995,0.3709126506024097
Fundación Salvador Allende,-33.45387999913167,-70.66768999999994,0.3709126506024097
Museo Artequín Viña del Mar,-33.028849999137265,-71.55022099999991,0.3709126506024097
"Sala Museo gráfica ""Francisco Reyes y familia""",-33.946932017125484,-71.79767279299995,0.3709126506024097
Museo Arqueológico de la Serena,-29.90333899918395,-71.2468659999999,0.3709126506024097
Sala museográfica Ferroviaria de Vallenar,-28.573654999206813,-70.76394699999992,0.3709126506024097
Museo habitantes de Puerto Guadal,-46.84314699905875,-72.7060219999999,0.3709126506024097
"Centro de informaciones isla Magdalena, Monumento Natural Los Pingüinos",-52.918901776092916,-70.57562588999991,0.3709126506024097
"Museo de Embrio-Fetología ""Dr. Jaime Pereda Tapiol""",-33.44608409913183,-70.68140219999992,0.3709126506024097
Museo Caverna de Benavides,-37.593220999087634,-73.6396519999999,0.3709126506024097
Museo de Arte Popular Americano Plataforma Cultural Campus Juan Gómez Millas,-33.46490889913158,-70.59566539999992,0.3709126506024097
Doña Rita Granja Museo,-36.64964399909603,-72.03488199999993,0.3709126506024097
Museo Histórico y Arqueológico de Concón,-32.92075225713873,-71.51539682999993,0.3709126506024097
Museo Regional de Aysén,-45.5735851230569,-72.02632252899991,0.3709126506024097
Santuario Cuna de Prat,-36.39654799909847,-72.42924599999992,0.3709126506024097
Sala exhibición Histórica Faro Dungeness,-52.39462959908831,-68.43100649999991,0.3709126506024097
Museo de Historia Natural e Histórico de San Antonio,-33.62222499912958,-71.60046399999993,0.3709126506024097
Museo de Peluquería,-33.439545999131916,-70.64789799999994,0.3709126506024097
Museo del Agua Bullileo,-36.289381099099536,-71.41597659999991,0.3709126506024097
Museo Patrimonial de Salud del Hospital Clínico San Borja Arriaran,-33.4618590541316,-70.64093828699993,0.3709126506024097
Museo de Arte Colonial de San Francisco,-33.44344823913187,-70.64782500699994,0.3709126506024097
Museo Histórico Municipalidad Natales,-51.728210799082966,-72.50880359999991,0.3709126506024097
Museo Ballenera de Quintay,-33.19260060213508,-71.70263281299992,0.3709126506024097
Museo Testimonial e histórico La casa de la bandera,-43.414288430058065,-72.36645471999992,0.3709126506024097
Museo Vicente Huidobro,-33.55461294413039,-71.59960559599995,0.3709126506024097
Museo Nacional Ferroviario Pablo Neruda,-38.716666699078935,-72.56666669999993,0.3709126506024097
Museo Institucional Universidad Técnica Federico Santa María,-33.03460219913721,-71.59684249999992,0.3709126506024097
Museo del Hongo,-33.433017799131946,-70.62213159999993,0.3709126506024097
Museo Interactivo Audiovisual de Las Condes (MUI),-33.41396999913225,-70.59905399999991,0.3709126506024097
"Museo Familiar ""La Casa Redonda""",-18.482660053431996,-70.3198255229999,0.3709126506024097
Museo Minero de Tierra Amarilla,-27.486312999226797,-70.26415799999995,0.3709126506024097
Museo de Bomberos de Los Andes,-32.8341379991399,-70.59528899999992,0.3709126506024097
Museo Laboratorio de Didáctica de la Matemática,-33.448941999131776,-70.6827659999999,0.3709126506024097
Museo de Sitio Universidad de Tarapacá: Colón 10,-18.480142999432054,-70.32123699999994,0.3709126506024097
Museo Itinerante Ruta del Quelgwo,-42.14308099906124,-73.47167899999994,0.3709126506024097
MEIIT Museo Escuela Interactivo Itinerante de Títeres,-33.51007063613101,-70.67407483499994,0.3709126506024097
Museo Mineralógico Ignacio Domeyko,-29.908564147183874,-71.24689124399993,0.3709126506024097
Sala Museo Gabriela Mistral,-33.44426799913181,-70.65088999999995,0.3709126506024097
Museo Naval de Iquique,-20.2208309993873,-70.15197099999995,0.3709126506024097
Museo de la Exploración R. A. Philippi,-39.806685999071895,-73.25171099999994,0.3709126506024097
Museo Ralli Santiago,-33.39693139913241,-70.59218359999994,0.3709126506024097
Parque Cultural de Valparaíso,-33.04614399913702,-71.62743599999993,0.3709126506024097
Estación Las Coimas,-32.69619299914178,-70.73300499999993,0.3709126506024097
Museo de Artes Decorativas Palacio Rioja I. Municipalidad de Viña del Mar,-33.02069199913739,-71.54705599999994,0.3709126506024097
Museo de las Telecomunicaciones,-39.816389999071845,-73.24666999999994,0.3709126506024097
Centro Nacional Recuperación Patrimonial MINSAL Unidad de Patrimonio,-33.4138279991322,-70.65348099999994,0.3709126506024097
Valle de la Luna,-45.37323999905682,-71.99575399999992,0.3709126506024097
Muestra Museográfica Hospital Quillota,-32.901806999138955,-71.25326499999994,0.3709126506024097
Eco museo Piuke Leufu,-38.86223499907794,-73.3268579999999,0.3709126506024097
Casa- Museo Alberto Baeriswyl (CAB),-53.885925276102185,-70.14097430699991,0.3709126506024097
Museo itinerante de numismática y notafilia,-34.209490999122295,-70.81374599999992,0.3709126506024097
Museo a Cielo Abierto en San Miguel,-33.50171897913107,-70.66190017899993,0.3709126506024097
Museo del Deporte de Rengo,-34.41292699911981,-70.86366509999993,0.3709126506024097
Museo Antonio Felmer Niklitschek,-41.32712889906424,-73.09284899999994,0.3709126506024097
Museo del Agua,-33.50827299913098,-70.74765599999995,0.3709126506024097
Museo del Patrimonio y la Cultura Local de Putaendo,-32.62944199914268,-70.71596299999993,0.3709126506024097
"Museo de la Cuarta Compañía "" Salvadores y Guardias de Propiedad""",-29.880922999184357,-71.2358109999999,0.3709126506024097
Ruka kimvn Taiñ Volil-Juan Cayupi Huechicura (Museo Mapuche de Cañete),-37.8058169990859,-73.39197499999995,0.3709126506024097
Casa Escuela Museo de Sitio Gabriela Mistral,-30.093756869180847,-70.49423575999992,0.3709126506024097
Museo Rural Pioneros del Baker,-47.1274290990594,-72.70430099999993,0.3709126506024097
Museo Histórico Nacional,-33.437205999131926,-70.65065349999992,0.3709126506024097
Sala de exposición museográfica en Biblioteca ISP,-33.46321139913157,-70.6158314999999,0.3709126506024097
Museo Geológico Profesor Humberto Fuenzalida Villegas,-23.680623999305247,-70.40873299999993,0.3709126506024097
Museo de la Vivencia Religiosa del Norte Grande,-20.336501999384414,-69.6563109999999,0.3709126506024097
Colección Paleontológica de Antártica y Patagonia,-53.16542399909517,-70.90749099999994,0.3709126506024097
Museo de Arte Popular Americano sala Centro Cultural Gabriela Mistral,-33.439024999131924,-70.63978099999991,0.3709126506024097
Sala museográfica Dr. Gustavo Fricke,-33.02895599913727,-71.5423285999999,0.3709126506024097
Museo Segunda Compañía de Bomberos de Rengo,-34.398348999120024,-70.85874399999994,0.3709126506024097
Museo Parroquial de Isla de Maipo,-33.75454999912789,-70.90037999999993,0.3709126506024097
Museo de Vichuquén,-34.88437099911437,-71.99209899999994,0.3709126506024097
Museo interactivo recreación de una mina de carbón,-37.47642799908865,-73.34791699999994,0.3709126506024097
Parque Museo Ferroviario,-33.44320099913184,-70.68511199999995,0.3709126506024097
Museo Corbeta Esmeralda,-20.20930330638757,-70.1515659929999,0.3709126506024097
"Paine, Un lugar para la memoria",-33.804113999127225,-70.70803999999993,0.3709126506024097
Museo Comunitario Casa Uno de Coya,-34.20657299912232,-70.52558999999991,0.3709126506024097
Sala Museográfica Taller 99,-33.43738609913189,-70.61910539999991,0.3709126506024097
Museo del Sombrero,-33.44195399913188,-70.62603999999993,0.3709126506024097
Museo de la Colonización,-45.714134999057045,-72.08158199999991,0.3709126506024097
Museo Quinta Compañía de Bomberos de La Serena,-29.90615219918394,-71.24998514599991,0.3709126506024097
Instituto de Investigaciones Arqueológicas y Museo R.P. Gustavo Le Paige s.j.,-22.909721999322702,-68.19963599999994,0.3709126506024097
Museo Marista de Chile,-33.43683959913192,-70.66623149999992,0.3709126506024097
Casa Museo Downey,-32.77902811914061,-71.53311767999992,0.3709126506024097
Casa Autónoma Arte y Cultura,-33.42798599913203,-70.61141399999991,0.3709126506024097
Galería de la Historia de Concepción,-36.833649638094336,-73.05021109299992,0.3709126506024097
Museo de Historia Natural y Cultural del Desierto de Atacama,-22.480468999332615,-68.9279019999999,0.3709126506024097
Museo Histórico de Puyehue,-40.684470999067145,-72.6002719999999,0.3709126506024097
Museo de los Volcanes,-39.86159473307155,-71.90783012899993,0.3709126506024097
Moto Museo,-33.05148099913695,-71.60772799999995,0.3709126506024097
Museo Alberto Hurtado,-33.46222099913161,-70.68792999999994,0.3709126506024097
Museo Primera Compañía de Bomberos de Viña del Mar,-33.026343299137345,-71.55492429999993,0.3709126506024097
Museo Puerto Rio Tranquilo,-46.623587999058294,-72.67525899999993,0.3709126506024097
Palacio Cousiño,-33.45183599913175,-70.65683299999995,0.3709126506024097
Museo oficina personal Patricio Aylwin Azócar,-33.43596999913194,-70.58855099999994,0.3709126506024097
Museo Ruinas de Huanchaca,-23.68618419030515,-70.41266354099992,0.3709126506024097
Sala muestra museográfica Casa de la Cultura de Máfil,-39.66499489907274,-72.94888329999992,0.3709126506024097
Museo Antropológico Martín Gusinde,-54.93544399911333,-67.61485999999991,0.3709126506024097
Museo Liceo Valentín Letelier,-33.42656819913202,-70.64544809999995,0.3709126506024097
Museo de la seguridad social - Araucanía,-38.73496329907885,-72.58151129999993,0.3709126506024097
Museo Histórico de San Felipe,-32.75346714814096,-70.72110787999992,0.3709126506024097
Museo de Arte Contemporáneo Valdivia,-39.81271629907183,-73.25061529999994,0.3709126506024097
Museo Histórico de Purén,-38.032297706084094,-73.07297456599991,0.3709126506024097
Museo Mina Chiflón del Diablo,-37.07572599909213,-73.16030699999993,0.3709126506024097
Centro de Interpretación: Centro de Humedales Río Cruces,-39.79464699907196,-73.25282049999993,0.3709126506024097
Parque y Museo Cultural Jerónimo Lagos Lisboa,-35.59945649910652,-71.71313349999991,0.3709126506024097
Museo Club de Deportes Santiago Wanderers,-33.047809799137,-71.61552399999994,0.3709126506024097
Hacienda Patrimonial San Isidro,-32.91223799913884,-71.23088599999994,0.3709126506024097
Museo Mineralógico de la Universidad de Atacama de Copiapó,-27.363264999229155,-70.33084999999994,0.3709126506024097
Museo Minero de Lebu,-37.59808119908759,-73.66511149999991,0.3709126506024097
Museo Nacional de Bomberos de Chile,-33.44055399913185,-70.63131409999994,0.3709126506024097
Museo del Mundo,-33.42792629913202,-70.58968829999992,0.3709126506024097
"Museo de Puerto Octay ""El Colono""",-40.97778499906575,-72.88731299999995,0.3709126506024097
Museo de la Memoria y los Derechos Humanos,-33.439921999131876,-70.67949099999993,0.3709126506024097
Musée de l'Alliance Française,-38.247519999082435,-72.66611799999993,0.3709126506024097
Salón de Honor y museo Primera Compañía de Bomberos de Punta Arenas,-53.16338399909517,-70.90717899999993,0.3709126506024097
Museo de Artes Universidad de los Andes,-33.402072065132344,-70.50503820299991,0.3709126506024097
"Centro de visitantes sector Paine Grande, Parque Nacional Torres del Paine",-51.07270275907812,-73.09392859799993,0.3709126506024097
Pinacoteca Casa del Arte José Clemente Orozco,-36.82727399909439,-73.03928399999995,0.3709126506024097
Museo Comunal Torres del Paine (Ex museo Villa Cerro Castillo),-51.25574099907945,-72.34460499999994,0.3709126506024097
MAC Quinta Normal,-33.441976145131875,-70.6794113279999,0.3709126506024097
"Museo Patrimonial Rubén Goméz Ojeda, ex Museo Maullín",-41.61784999906306,-73.59402899999992,0.3709126506024097
Liceo Eduardo de la Barra,-33.04970699913702,-71.61375099999992,0.3709126506024097
Museo de Luthería y Organología,-33.516700378130885,-70.78300816099994,0.3709126506024097
Museo Naval de Punta Arenas,-53.16362249909515,-70.90414069999991,0.3709126506024097
Museo Regional de la Medicina Dr. Carlos Martínez Gaensly,-36.826473749094404,-73.04219532899992,0.3709126506024097
Museo de Talagante,-33.666182583129014,-70.93401844499994,0.3709126506024097
Submarino O´Brien,-39.816049661071844,-73.24918639599991,0.3709126506024097
Museo Almazara Tipaume,-34.38836039912016,-70.76616549999994,0.3709126506024097
Museo de Historia Natural Río Seco,-53.06465455809421,-70.85957617799994,0.3709126506024097
Museo Arqueológico y Etnográfico de Achao,-42.47069699906021,-73.48842799999994,0.3709126506024097
Museo de la plata de Huantajaya,-20.26889153838609,-70.10255442999994,0.3709126506024097
Museo Nacional Aeronáutico y del Espacio,-33.485430330131294,-70.69669101599993,0.3709126506024097
Museo Regional de Magallanes,-53.162172999095155,-70.9058149999999,0.3709126506024097
Museo de Ciencia y Tecnologí­a,-33.4398829991319,-70.68356299999994,0.3709126506024097
Casa Museo La Sebastiana,-33.05388239913692,-71.62251309999994,0.3709126506024097
Casa Museo Eduardo Frei Montalva,-33.443869899131826,-70.62236599999994,0.3709126506024097
Museo de las Tradiciones Chonchinas,-42.62263399905982,-73.77402699999993,0.3709126506024097
Museo los Colonos de Nuestra Tierra,-45.371386999056774,-71.99473299999994,0.3709126506024097
Museo Augusto Capdeville,-25.409371099268007,-70.48917329999995,0.3709126506024097
Parque Étnico Keu Ken,-53.515974695098514,-70.96183544299993,0.3709126506024097
Parque por la Paz Villa Grimaldi,-33.46299369913158,-70.54230829999995,0.3709126506024097
