nodo_id,lat,lon,probabilidad_fallo
Museo Vivo Artenin,-36.40968899909838,-72.40144399999991,0.3709126506024097
Londres 38 espacio de memorias,-33.44422379913181,-70.6480479999999,0.3709126506024097
Museo Colchagua,-34.64024799911717,-71.36417299999994,0.3709126506024097
Museo La Merced,-33.43848343913188,-70.64686820799994,0.3709126506024097
Itata Museo Antropológico,-36.28325794009958,-72.54151147999994,0.3709126506024097
Museo Judío de Chile,-33.356482999132936,-70.5132989999999,0.3709126506024097
Casa Museo Familia San Martín,-39.10107999907628,-72.67184989999993,0.3709126506024097
Museo Mapuche de Purén,-38.0335199990841,-73.0660739999999,0.3709126506024097
Museo del libro José Santos González Vera,-33.67779724612887,-70.97813761999993,0.3709126506024097
Museo Stom - Chiguayante,-36.93372599909341,-73.01682599999992,0.3709126506024097
Museo Casa Tipaume,-34.38061399912023,-70.7680499999999,0.3709126506024097
Museo Instituto Médico Legal Dr. Carlos Ybar,-33.419088638132166,-70.65058449899993,0.3709126506024097
Museo del Mar - Universidad de Antofagasta,-23.700462999304843,-70.42234599999995,0.3709126506024097
Museo de Bellas Artes Palacio Vergara,-33.0279169991373,-71.55383499999994,0.3709126506024097
Museo Histórico y Militar de Chile,-33.45675999913165,-70.6561299999999,0.3709126506024097
"Sala Rojas, Escuela de Diseño, Universidad de Valparaíso",-33.02483899913732,-71.63929399999995,0.3709126506024097
Museo de Arte Moderno Chiloé,-42.46118299906026,-73.79904199999993,0.3709126506024097
Museo del Circo Chileno,-33.53698779313062,-70.58674885999994,0.3709126506024097
Museo de Arte Sacro y Costumbrista Buen Pastor,-32.75579389914098,-70.72124459999992,0.3709126506024097
Museo Histórico de Pichilemu,-34.38551864412016,-71.99993104299995,0.3709126506024097
Centro Cultural Museo y Memoria de Neltume,-39.84903999907164,-71.94558857399994,0.3709126506024097
Museo de Artes Decorativas,-33.424060999132095,-70.64493399999992,0.3709126506024097
Centro Patrimonial Curarrehue,-36.83450699909431,-73.10595999999993,0.3709126506024097
Museo de Sitio Melinka-Puchuncaví,-32.71999999914143,-71.40771499999994,0.3709126506024097
Museo Rural de Pirque,-33.717207999128334,-70.54195399999992,0.3709126506024097
Galería Gabriela Mistral,-33.44439799913181,-70.65535399999993,0.3709126506024097
Museo del Ahorro Banco Estado,-33.443504899131845,-70.6529359999999,0.3709126506024097
Museo de Freirina,-28.50855729920801,-71.07809479999992,0.3709126506024097
Museo de la Asociación de Basquetbol Valparaíso,-33.04692099913704,-71.60701499999993,0.3709126506024097
Museo de Sitio de Chaitén,-42.914676999059076,-72.70354899999995,0.3709126506024097
Museo Histórico Dominico,-33.42415399913209,-70.64505899999995,0.3709126506024097
Museo Archipiélago de Chiloé - MAC,-41.867632999062174,-73.82609499999995,0.3709126506024097
Casa Museo Delia del Carril,-33.45095931313173,-70.56534772599991,0.3709126506024097
Museo Votivo del pueblo de Ayquina,-22.279169999337313,-68.32193999999993,0.3709126506024097
Museo Gabriela Mistral de Vicuña,-30.033788999181855,-70.70694199999991,0.3709126506024097
Museo Escuela Villa Cerro Castillo,-46.140660346057516,-72.15153703499993,0.3709126506024097
Museo Casa Cano,-37.13500799909159,-72.72640499999994,0.3709126506024097
Museo del Meteorito,-22.90875817432275,-68.20156504999994,0.3709126506024097
Museo Multicultural e Histórico Raíces,-36.996652999092845,-73.14345099999991,0.3709126506024097
Museo Fonck  (Corporación Museo de Arqueología e Historia Francisco Fonck),-33.01983874013741,-71.5498798079999,0.3709126506024097
Villa Cultural Huilquilemu Hernán Correa de la Cerda,-35.46155699910799,-71.57766199999992,0.3709126506024097
La Testaruda.  Museo del teatro Maulino de la Fundación Obra Total,-35.6818889991057,-71.73938699999991,0.3709126506024097
Museo- Sala de Interpretación Cultural de Hualaihué,-41.96648462006183,-72.47110343199995,0.3709126506024097
"CIMA, Centro de Innovación Medioambiental",-35.407616999108555,-71.5911549999999,0.3709126506024097
Museo de Teclados,-33.02912199913725,-71.5753729999999,0.3709126506024097
Sala Museo Mario Bontá,-20.22120975338727,-70.1525996499999,0.3709126506024097
Museo de Santiago Casa Colorada,-33.438527199131926,-70.64939839999994,0.3709126506024097
Museo de Arte Contemporáneo - Parque Forestal,-33.435360532131945,-70.64418935899994,0.3709126506024097
Museo Retro Patrimonial de Maullin,-41.71155899906271,-73.54559899999992,0.3709126506024097
Sala Escuela Museo Arqueología UACh,-41.485378999063556,-72.90067799999991,0.3709126506024097
Museo Colonial Alemán de Frutillar,-41.13263299906508,-73.02967199999995,0.3709126506024097
Museo de la Educación Gabriela Mistral,-33.441500999131826,-70.67853999999994,0.3709126506024097
Museo de Caspana,-22.334589999336032,-68.21267999999992,0.3709126506024097
"Sala Museográfica de Bomberos de San Felipe ""Bomba Aconcagua - Rubén Montenegro""",-32.751316018141026,-70.72558523399994,0.3709126506024097
Museo a Cielo Abierto Ildefonso Quilempán Astorga,-38.89582499907771,-73.25565899999992,0.3709126506024097
Museo Cardenal Jorge Medina Estévez,-29.951525289183202,-71.34636468499991,0.3709126506024097
Museo Chileno de Arte Precolombino,-33.43895199513194,-70.65234175599994,0.3709126506024097
Museo Mapuche Ruka Mani,-34.64529689911715,-71.36354801999994,0.3709126506024097
Casa Museo Isla Negra,-33.44294459913183,-71.68383569999992,0.3709126506024097
Museo de Arte Religioso de la Universidad Católica de la Santísima Concepción,-36.827427999094404,-73.05121699999995,0.3709126506024097
Espacio Cultural Iglesia La Merced,-34.168974999122774,-70.74015799999995,0.3709126506024097
Museo Sindicato N°1 de Estibadores Portuarios Valparaíso,-33.03703986813718,-71.62897892599995,0.3709126506024097
Museo Arqueológico de Los Andes,-32.8327611991399,-70.6029188999999,0.3709126506024097
Museo de la Publicidad y la Propaganda,-33.45010949913175,-70.66179469999992,0.3709126506024097
Museo Arqueológico y Antropológico de Casablanca,-33.320762999133436,-71.41118399999993,0.3709126506024097
Museo Municipal de Rio Verde,-52.65092329909053,-71.4641519999999,0.3709126506024097
Museo Memoria Derechos Humanos Valle Pemehue a cielo abierto,-38.04602899908397,-71.8189319999999,0.3709126506024097
Museo El Mate,-45.57098877405691,-72.07751172399992,0.3709126506024097
Museo del Recuerdo Bomberos Mulchen,-37.72019399908659,-72.24528499999991,0.3709126506024097
Museo interactivo de Osorno,-40.57651799906765,-73.1399889999999,0.3709126506024097
Museo Histórico Comunal de Renaico,-37.67248348808702,-72.58315375199993,0.3709126506024097
Museo Arte y Artesanía de Linares,-35.84973499910397,-71.59631299999995,0.3709126506024097
Sala Museográfica Yahuín,-30.232724999178554,-71.08517699999993,0.3709126506024097
Casona Lord Cochrane Valle Alegre,-32.811549999140226,-71.43860199999995,0.3709126506024097
Museo de Lota,-37.089784199092016,-73.16451849999993,0.3709126506024097
Museo Antropológico Municipal Rosa Sandoval Grandón,-38.93238899907747,-72.03287699999993,0.3709126506024097
Museo de Mineralogia Ing. Pablo Reyes Núñez,-29.899215027184077,-71.22734755199991,0.3709126506024097
Museo Parroquial de Barraza,-30.656139499171825,-71.48112539999994,0.3709126506024097
Mira Valdivia,-39.82762609307174,-73.22229830099991,0.3709126506024097
Galería Municipal de Arte de San Bernardo Sala Veinte,-33.591297399129935,-70.70889069999993,0.3709126506024097
Museo Islas Huichas,-45.1511785990567,-73.50838759999993,0.3709126506024097
"La Casa de Tod@s Sala Museo de la Cultura, la Educación y el Medio Ambiente",-35.09216149911204,-72.01819499999993,0.3709126506024097
Museo de Aeromodelismo Juan Francisco,-32.9966499991377,-71.17228899999992,0.3709126506024097
Sala Museográfica La Paz de la Tarde,-32.98820179913783,-71.27737139999994,0.3709126506024097
Museo Palmira Romano,-32.984574892137886,-71.2701410489999,0.3709126506024097
Casona El Llolly,-40.069443761070374,-72.61418183599994,0.3709126506024097
MUSEO DE ALICAHUE,-32.34968307014658,-70.78452204999991,0.3709126506024097
Museo del Patrimonio y la Creatividad de El Quisco,-33.418748999132156,-71.69650299999995,0.3709126506024097
Museo Minero y Mineralógico Ingeniero Eduardo Lillo,-20.251268999386525,-69.7873449999999,0.3709126506024097
Museo del Audio de la Comuna de Curacaví,-33.38683999913259,-71.11021999999991,0.3709126506024097
Museo del Cuerpo de Bomberos de Arica,-18.480583512432037,-70.3111036329999,0.3709126506024097
Museo Militar de Magallanes,-53.15092266209501,-70.90388960999991,0.3709126506024097
Museo Deportivo Societá Sportiva Italiana de Valparaíso,-33.03133999913725,-71.58438999999993,0.3709126506024097
Museo de Anatomia de la Facultad de Medicina de la Universidad de Chile,-33.41810469013218,-70.65498846699995,0.3709126506024097
Museo Teatro Municipal de Viña del Mar,-33.024783433137316,-71.55052292899995,0.3709126506024097
Museo de la Fotografía Refugio de la Memoria,-23.63737999930625,-70.38867999999991,0.3709126506024097
MUSEO DE NIÑO RURAL,-34.46259999911928,-71.9720999999999,0.3709126506024097
Museo Astronómico Observatorio Manuel Foster,-33.42211447413212,-70.63238750199992,0.3709126506024097
Museo Pueblito Chepicano,-34.70759134611642,-71.29839735399992,0.3709126506024097
Museo Itinerante Camisetas del Mundo,-33.564590999130296,-70.55694299999993,0.3709126506024097
Museo del Estallido Social,-33.51953099913085,-70.56342099999995,0.3709126506024097
Museo Amador Cárdenas,-43.11867299905865,-73.61957199999995,0.3709126506024097
Centro Interactivo Vulcanológico de La Araucanía. CIVUR-39°,-39.27367999907519,-71.97908699999994,0.3709126506024097
Ocean Pacific's,-33.44237699913184,-70.66757499999994,0.3709126506024097
Museo del Inquilino,-34.522789999118544,-71.37434999999994,0.3709126506024097
Museo Comunitario Boca Sur,-36.8375599990943,-73.1434099999999,0.3709126506024097
Museo Histórico y Casa de la Cultura de Villa Alegre,-35.675028999105756,-71.74190099999993,0.3709126506024097
Sala de Exposición Museográfica Cuchipuy,-34.485751999118996,-71.11922599999991,0.3709126506024097
Museo a Cielo Abierto Muralista del Carbón,-37.024879999092605,-73.1797699999999,0.3709126506024097
Museo y Archivo Histórico de Traiguén Ricardo Tapia Bucher,-38.25246399908237,-72.6681979999999,0.3709126506024097
Museo de la Inmigración Croata en Magallanes,-53.16426155109515,-70.90837789999995,0.3709126506024097
Museo de la Papa,-42.35381899906057,-73.57928199999992,0.3709126506024097
Museo Chilote Velásquez. Casa de la memoria.,-42.79993799905936,-73.48997099999991,0.3709126506024097
Museo de la Identidad de Lautaro  Luis Vulliamy Isler,-38.53745899908027,-72.42444299999994,0.3709126506024097
Museo Sociedad de Artesanos e Industriales de Los Andes,-32.83137999913989,-70.59780899999993,0.3709126506024097
Museo Bomba Rengo,-34.40909999911988,-70.86284999999992,0.3709126506024097
Museo Interactivo Digital Diego de Almagro,-26.39157699924802,-70.0457429999999,0.3709126506024097
Museo del OVNI,-29.945328999183296,-71.28300699999994,0.3709126506024097
Museo Universidad Adventista de Chile,-36.63708599909619,-71.99629899999991,0.3709126506024097
Centro de visitantes Reserva Nacional Magallanes,-53.140154525094964,-71.34881847299994,0.3709126506024097
Espacio cultural y museográfico la Sombrerería,-33.43473799913195,-70.6500529999999,0.3709126506024097
Museo Antropológico Sebastián Englert - Isla de Pascua,-27.152801999233166,-109.43489999999991,0.3709126506024097
Museo del Cuerpo de Bomberos de Romeral,-34.9619799991135,-71.1260049999999,0.3709126506024097
Museo del cazameteoritos Cherufe,-29.72333999918699,-71.24702999999994,0.3709126506024097
Centro Difusión Cultural Patrimonial Rio Hurtado,-30.266699999178055,-70.66669999999993,0.3709126506024097
Museo de Historia Natural y Prehistoria Rodulfo A. Philippi,-26.348034999248874,-70.62085699999994,0.3709126506024097
Museo Quinta Compañía de Bomberos de Conchalí-Huechuraba,-33.37891599913269,-70.65800199999995,0.3709126506024097
Casa Tola,-42.063749999061464,-73.44108999999992,0.3709126506024097
Casa Museo Fundación Artesanías de Chile,-33.435792999131934,-70.6470579999999,0.3709126506024097
Sala de exposición museográfica Laguna Blanca,-52.272953999087306,-71.19213399999995,0.3709126506024097
Centro de visitantes Parque Nacional Torres del Paine,-50.98305599907751,-72.96638899999994,0.3709126506024097
Centro de visitantes Parque Nacional Pali Aike,-52.12409399908606,-69.76663899999994,0.3709126506024097
