Lat,Lon,Robos
-41.315236,-72.989949,0
-36.825411,-73.047391,"""3"""
-23.33464,-69.839207,0
-35.341353,-72.395723,0
-52.776659,-69.288711,0
-23.333682,-69.84047,0
-33.432985,-70.653474,"""16"""
-37.093971,-73.156983,0
-36.823597,-73.048326,0
-41.829497,-73.855122,0
-32.252308,-70.933631,0
-33.474643,-70.677114,0
-33.439463,-70.635214,"""32"""
-33.04238,-71.628638,0
-41.327337,-72.965376,0
-38.94295,-72.853394,0
-33.341557,-70.694495,0
-33.440492,-70.633301,0
-33.038874,-71.629501,0
-19.992761,-69.770203,0
-18.201836,-69.26814,0
-36.634808,-72.955051,0
-35.461355,-71.974663,0
-33.513969,-70.652682,0
-35.734223,-72.533109,0
-23.644054,-70.398046,0
-38.73679,-72.60279,0
-35.426623,-71.66498,0
-33.586692,-70.390353,0
-27.36143,-70.341018,0
-35.476501,-71.744053,0
-37.089032,-73.171823,0
-34.412053,-71.217284,0
-46.607462,-72.593859,0
-33.42929,-70.653304,0
-42.315441,-73.268016,0
-35.435156,-72.102086,0
-34.353422,-71.01576,0
-36.825585,-73.052717,0
-40.579786,-73.102878,0
-33.452234,-70.656653,0
-22.344828,-69.662663,0
-33.150796,-70.888899,0
-39.818051,-73.247578,0
-19.598467,-70.216817,0
-23.645131,-70.396998,0
-35.425872,-71.664107,0
-18.201775,-69.267867,0
-33.433783,-70.651042,0
-34.355577,-71.098245,0
-37.963037,-72.438654,0
-27.359242,-70.344222,0
-27.366538,-70.332342,0
-19.923186,-69.509282,0
-33.725338,-70.676014,0
-33.40015,-70.657763,0
-33.450597,-70.647881,"""32"""
-22.34086,-68.643194,0
-34.766429,-71.838502,0
-33.460651,-70.638461,0
-37.79872,-72.708736,0
-34.355826,-71.098565,0
-39.252556,-72.293292,0
-33.442061,-70.645849,0
-22.345809,-69.660938,0
-33.426309,-70.66034,0
-36.723609,-73.105382,0
-35.447165,-71.88126,0
-37.16905,-72.941324,0
-37.59932,-72.276358,0
-51.693289,-72.534063,0
-39.873399,-73.423848,0
-33.042263,-71.627389,0
-34.573521,-70.992125,0
-23.645168,-70.397116,0
-19.794545,-69.222903,0
-32.832598,-70.60323,0
-32.879991,-70.589327,0
-34.289276,-70.820042,0
-33.438223,-70.646545,0
-33.437031,-70.6507,0
-34.985393,-71.238964,"""4"""
-33.463664,-70.542505,0
-33.402162,-70.641769,0
-33.475417,-70.674812,0
-33.793319,-70.220682,0
-53.391653,-69.279685,0
-33.433211,-70.5895,0
-33.615234,-70.747846,0
-33.43118,-70.64739,0
-33.43652,-70.617255,0
-33.595896,-70.701137,0
-33.444948,-70.657227,0
-33.643806,-70.349932,0
-37.088745,-73.171787,0
-36.392076,-71.575773,0
-33.437289,-70.653827,0
-33.437236,-70.639233,0
-37.502465,-72.666773,0
-36.804761,-73.171861,0
-33.461465,-70.640725,0
-35.40646,-72.205108,0
-33.742994,-70.288804,0
-42.501114,-73.785458,0
-33.440436,-70.647297,"""69"""
-38.740531,-72.592049,0
-33.440591,-70.644941,0
-20.214751,-70.152641,0
-35.67183,-71.734657,0
-33.468434,-70.521373,0
-36.60153,-72.107757,0
-42.481346,-73.763808,0
-33.384458,-70.513066,0
-40.574751,-73.132325,0
-17.721327,-69.820017,0
-22.551378,-70.264957,0
-34.173787,-70.74169,"""15"""
-33.943604,-71.860503,0
-19.251297,-68.722383,0
-33.475965,-70.67596,0
-33.453178,-70.685366,0
-33.437724,-70.651927,0
-35.426966,-71.660547,0
-22.330676,-68.212716,0
-34.270635,-70.952032,0
-33.057173,-71.516516,0
-22.089498,-70.194777,0
-32.834021,-70.598279,0
-35.457125,-71.782188,0
-22.031878,-68.62059,0
-33.594258,-70.717233,0
-33.53051,-70.517175,0
-33.653212,-70.265801,0
-27.363245,-70.340199,0
-42.615857,-73.719878,0
-34.084838,-70.381593,0
-33.43541,-70.646342,"""25"""
-45.57261,-72.024979,0
-30.232267,-71.085492,0
-38.027752,-73.065641,0
-35.553603,-71.696542,0
-33.511245,-70.765314,0
-36.605266,-72.110609,0
-33.051025,-71.600575,0
-22.317573,-68.929784,0
-33.24242,-70.765542,0
-41.320681,-72.986122,0
-37.091305,-73.169024,0
-32.880887,-71.248315,0
-33.436463,-70.651048,0
-36.60506,-72.110581,0
-38.900128,-71.921759,0
-35.012301,-72.053478,0
-33.440412,-70.64774,"""69"""
-33.396323,-70.670866,0
-34.411556,-71.20094,0
-27.067087,-70.813946,0
-33.22809,-70.384747,0
-26.972687,-70.795069,0
-33.440178,-70.650516,"""14"""
-34.413973,-71.191833,0
-33.443908,-70.622374,0
-37.299136,-71.942742,0
-34.032281,-71.099165,0
-34.526946,-71.37315,0
-39.830362,-73.250662,0
-42.379112,-73.647564,0
-35.441821,-71.864669,0
-23.644412,-70.397843,0
-33.44193,-70.678074,0
-33.440698,-70.633858,0
-33.282423,-70.304362,0
-35.461801,-71.930566,0
-29.901779,-71.25054,0
-41.318261,-72.990949,0
-33.436059,-70.621523,0
-33.431368,-70.65231,0
-33.481758,-70.599684,"""18"""
-37.075951,-73.160802,0
-34.47276,-71.481173,0
-35.460178,-71.916488,0
-22.344765,-69.661192,0
-33.465419,-70.637973,0
-20.257081,-70.120449,0
-33.027696,-70.690609,0
-33.020217,-71.537893,0
-34.411924,-71.232286,0
-37.137494,-73.143898,0
-32.86887,-70.616504,0
-20.211113,-70.153731,0
-23.644917,-70.397251,0
-32.475055,-71.188506,0
-34.637579,-71.120577,0
-40.574679,-73.13415,0
-20.214098,-70.152407,0
-36.377283,-71.497144,0
-51.254676,-72.336323,0
-33.03333,-71.630287,0
-27.366538,-70.332342,0
-20.215332,-70.138254,0
-20.220584,-70.138463,"""2"""
-33.432697,-70.651601,0
-32.755723,-70.719925,0
-34.476517,-71.482042,0
-33.437051,-70.650405,0
-33.782496,-70.240003,0
-33.686448,-71.210802,0
-39.813434,-73.250796,0
-19.597626,-70.211151,0
-37.092333,-73.162169,"""4"""
-18.513343,-70.222667,0
-22.269692,-68.630788,0
-33.438264,-70.647504,0
-33.428925,-70.655626,0
-32.832672,-70.603124,0
-33.444568,-70.650858,"""14"""
-33.387841,-70.544346,0
-22.320629,-68.941492,0
-33.550839,-71.606754,0
-32.792246,-71.514052,0
-38.191801,-72.991429,0
-33.042394,-71.62475,0
-52.776446,-69.291993,0
-18.353255,-69.618331,0
-35.46221,-71.577126,0
-33.421963,-70.632232,0
-37.089318,-73.169617,0
-33.020205,-71.550641,0
-33.43554,-70.647181,0
-42.258801,-73.401955,0
-33.4482,-70.650524,"""19"""
-33.69217,-70.336054,0
-23.658404,-70.402246,"""2"""
-33.588113,-70.715625,0
-34.414158,-71.221797,0
-33.422645,-70.648788,0
-33.538953,-70.665077,0
-19.994158,-69.773588,0
-32.747177,-70.718001,0
-40.574767,-73.131912,0
-52.775607,-69.292001,0
-41.313537,-72.982929,0
-32.94127,-71.554298,0
-37.319555,-73.567837,0
-35.452806,-71.987392,0
-19.923667,-69.511213,0
-33.423899,-70.644724,0
-29.898157,-71.252204,0
-52.776168,-69.289956,0
-22.346178,-69.663956,0
-33.511245,-70.765314,0
-33.637662,-70.803437,0
-33.019335,-71.538697,0
-35.45965,-71.654316,0
-29.91031,-71.245989,"""5"""
-33.968661,-71.481461,0
-33.061177,-71.061748,0
-33.439947,-70.653382,"""16"""
-37.133033,-72.728126,0
-33.595312,-70.373198,0
-33.418095,-70.583743,0
-39.811407,-73.250611,0
-23.190662,-68.006912,0
-33.459577,-70.638105,0
-35.149792,-72.251185,0
-36.827492,-73.039264,"""3"""
-37.795605,-72.705403,0
-36.606695,-72.101922,0
-35.388587,-72.288482,0
-33.027886,-70.691023,0
-33.422849,-70.648616,0
-39.817745,-73.232507,0
-36.819037,-73.07135,"""3"""
-33.434559,-70.648125,0
-35.365925,-72.379072,0
-23.646777,-70.397949,0
-33.446128,-70.666163,0
-35.846859,-71.602289,0
-36.386948,-71.590764,0
-33.474624,-70.676021,0
-37.089395,-73.166466,0
-45.57363,-72.025048,0
-27.064757,-70.82308,0
-27.979292,-70.002706,0
-33.435191,-70.638828,0
-38.538198,-72.422615,0
-33.435949,-70.645703,0
-33.437908,-70.651389,0
-53.835547,-70.451803,0
-33.450408,-70.652115,0
-36.621634,-72.131851,0
-33.043095,-71.624609,0
-33.504879,-71.606617,0
-33.513781,-70.652455,0
-34.392701,-71.166708,0
-33.444595,-70.615921,0
-33.445269,-70.658803,0
-52.671556,-70.554354,0
-35.465761,-71.784873,0
-33.313872,-70.663481,0
-53.834395,-70.448778,0
-33.421862,-70.645164,"""17"""
-33.403521,-70.571684,0
-33.439,-70.656907,0
-33.641309,-70.351896,0
-33.452195,-70.66077,0
-33.472322,-70.679979,0
-34.385684,-72.000518,0
-34.87094,-71.158839,0
-33.523806,-70.661239,0
-35.336251,-72.404297,0
-36.953644,-73.153328,0
-37.092885,-73.165623,0
-33.037632,-71.602593,0
-33.435669,-70.650511,0
-52.058655,-71.417434,0
-33.052431,-71.614563,"""6"""
-33.457014,-70.658369,0
-38.899935,-71.921658,0
-34.288393,-70.818982,0
-52.773006,-69.288072,0
-20.210618,-70.148474,0
-35.454503,-71.961264,0
-52.918981,-70.575603,0
-35.353028,-71.574755,0
-33.562845,-70.682806,0
-33.605405,-70.692901,0
-33.437469,-70.637013,0
-45.573788,-72.025861,0
-27.36628,-70.33313,0
-34.034581,-70.669153,0
-27.979264,-70.002205,0
-33.441762,-70.670601,0
-34.168707,-70.739759,0
-35.674203,-71.742204,0
-42.334977,-73.504391,0
-33.41947,-70.653996,0
-37.011357,-73.180037,0
-33.456371,-70.587352,0
-33.443416,-70.65111,"""33"""
-37.798887,-72.708716,0
-32.749449,-70.692455,0
-33.030124,-71.630863,0
-52.546144,-69.419562,0
-32.86917,-70.615868,0
-33.44306,-70.681189,0
-33.440364,-70.647501,"""69"""
-33.408539,-70.648449,0
-27.979205,-70.001716,0
-33.475457,-70.677159,0
-33.514008,-70.652533,0
-33.020114,-71.538528,0
-35.415396,-72.231933,0
-35.747243,-71.581419,0
-23.334026,-69.839045,0
-33.442142,-70.651621,"""71"""
-38.055013,-73.391698,0
-27.366731,-70.331962,0
-35.093919,-72.017916,0
-53.162172,-70.905926,0
-33.636801,-78.832439,0
-33.439286,-70.655987,0
-27.539384,-70.270386,0
-34.355646,-71.098985,0
-34.984534,-71.239945,"""4"""
-39.811006,-73.250345,0
-35.131722,-72.182834,0
-33.773376,-70.671692,0
-33.439153,-70.653071,"""23"""
-31.587265,-71.445713,0
-33.849158,-71.002941,0
-38.808423,-72.872601,0
-33.586157,-71.613003,0
-35.653764,-72.602379,0
-32.689197,-71.210551,0
-33.432464,-70.63453,0
-35.44634,-71.872155,0
-33.844514,-70.950689,0
-34.169036,-70.740117,0
-33.046532,-71.602488,0
-23.678362,-68.068568,0
-27.902375,-70.031021,0
-33.435325,-70.647682,0
-23.335186,-69.83928,0
-20.21148,-70.152655,0
-28.509,-71.078528,0
-33.451212,-70.638471,"""27"""
-33.494709,-70.755247,0
-40.574787,-73.132857,0
-33.442809,-70.653875,"""17"""
-52.906451,-71.021208,0
-63.32109,-57.900903,0
-36.831846,-73.047198,"""7"""
-33.021754,-71.562029,0
-33.050815,-71.618082,"""10"""
-33.4635,-70.663831,0
-33.44209,-70.680465,0
-33.45773,-70.638545,0
-20.492167,-69.330228,0
-33.45041,-70.686316,0
-33.456703,-70.646863,0
-32.688799,-71.210626,0
-33.430387,-70.647601,0
-32.553111,-71.458941,0
-33.513951,-70.65251,0
-33.411721,-70.660013,0
-34.287757,-70.818751,0
-34.068391,-70.725354,0
-39.810745,-73.250246,0
-33.488573,-70.678118,0
-20.491686,-69.329316,0
-35.476708,-71.747372,0
-33.375834,-70.504851,0
-35.429439,-71.650039,"""2"""
-34.986589,-71.23056,0
-33.448663,-70.667414,0
-30.092999,-70.494199,0
-34.288954,-70.819085,0
-21.203813,-70.09412,0
-35.553677,-71.696644,0
-33.385452,-70.515043,0
-41.914364,-73.509518,0
-37.025744,-73.178422,0
-23.136663,-68.258261,0
-22.344779,-69.66049,0
-35.747946,-71.58336,0
-37.089048,-73.173174,0
-33.442341,-70.653013,"""17"""
-23.648952,-70.394395,0
-35.306585,-71.519102,0
-33.307628,-70.689012,0
-22.318484,-68.930101,0
-33.435308,-70.634915,0
-22.345107,-69.660628,0
-23.335153,-69.839578,0
-33.592278,-70.486625,0
-33.441156,-70.633599,"""15"""
-29.967005,-71.346581,0
-33.453492,-71.663922,0
-40.329074,-72.953121,0
-33.446173,-70.645493,"""20"""
-36.828686,-73.037265,"""3"""
-29.905347,-71.263557,0
-39.817786,-73.248673,0
-33.635207,-70.353131,0
-34.583082,-70.990705,"""2"""
-35.420584,-72.06045,0
-33.407625,-70.541939,0
-33.041327,-71.624678,0
-33.416512,-70.644434,0
-39.849046,-71.945867,0
-20.207594,-70.160407,0
-32.921937,-71.445057,0
-33.678181,-70.978881,0
-33.447246,-70.65715,"""13"""
-45.573981,-72.025962,0
-33.425413,-70.666049,0
-33.847374,-70.947674,0
-37.088525,-73.169881,0
-25.408284,-70.486803,0
-53.832135,-70.453001,0
-37.798886,-72.708629,0
-33.051806,-71.657897,0
-33.603867,-70.697093,0
-37.61007,-73.656511,0
-18.291533,-69.136215,0
-52.290973,-68.961893,0
-22.089184,-70.195071,0
-35.385085,-72.291648,0
-33.408046,-70.543427,0
-33.728981,-70.673359,0
-34.41514,-71.223937,0
-33.421978,-70.632247,0
-18.508589,-69.525729,0
-33.435319,-70.643609,0
-45.768259,-73.491165,0
-33.020006,-71.538214,0
-34.412596,-71.246848,0
-37.0896,-73.172275,0
-39.81807,-73.247842,0
-37.094584,-73.171387,0
-35.67479,-71.74175,0
-17.703553,-69.780516,0
-33.438603,-70.649202,0
-22.342922,-68.650515,0
-33.364699,-71.694573,0
-35.444754,-72.025364,0
-34.413898,-71.189921,0
-23.647418,-70.395884,0
-29.907664,-71.249494,"""4"""
-30.095238,-70.495714,0
-35.245099,-71.981699,0
-41.314252,-72.989625,0
-35.426703,-71.661826,"""3"""
-37.62792,-73.461054,0
-53.835597,-70.451845,0
-33.045042,-71.619561,0
-22.345851,-69.66208,0
-37.094287,-73.162668,0
-32.689623,-71.210924,0
-36.641149,-72.450093,0
-52.776401,-69.291477,0
-33.30523,-70.687742,0
-19.745277,-69.398552,0
-33.415835,-70.622837,0
-35.695767,-71.679955,0
-33.47548,-70.675977,0
-37.798714,-72.708647,0
-41.318206,-72.98902,0
-35.543583,-72.091347,0
-35.423409,-72.056658,0
-22.344532,-69.661602,0
-22.234029,-68.276832,0
-23.152979,-69.610464,0
-34.412684,-71.218587,0
-35.674905,-71.742149,0
-33.456282,-70.617243,0
-29.902997,-71.250989,0
-36.132608,-72.79371,0
-33.091279,-70.730495,0
-34.384005,-72.01232,0
-33.453378,-70.667317,0
-37.798802,-72.708682,0
-42.624038,-73.773684,0
-38.727769,-72.570681,0
-33.737,-70.315797,0
-33.438161,-70.641714,0
-39.893356,-73.391984,0
-36.601305,-72.107682,0
-33.444339,-70.648026,"""22"""
-33.494619,-70.903488,0
-36.388152,-71.560038,0
-33.552275,-71.612602,0
-33.91572,-71.048529,0
-33.038646,-71.63024,0
-20.213689,-70.152967,0
-63.32092,-57.899756,0
-33.422084,-70.63231,0
-33.440065,-70.64715,"""42"""
-38.471063,-71.174921,0
-22.094952,-70.205279,0
-33.68676,-71.21042,0
-34.38661,-72.009644,0
-33.4401,-70.647471,"""42"""
-33.041273,-71.626385,0
-33.562255,-70.552722,0
-37.106173,-73.160837,0
-23.184171,-69.661481,0
-33.460098,-70.670742,0
-33.039555,-71.600508,0
-29.905426,-71.253416,"""6"""
-29.902702,-71.256819,0
-53.161825,-70.907724,0
-34.767338,-71.83698,0
-29.901452,-71.25262,"""2"""
-33.45173,-70.67893,0
-33.446947,-70.665851,0
-42.534984,-73.427238,0
-35.448117,-71.831802,0
-35.662203,-71.94345,0
-33.595249,-70.698026,0
-33.586786,-70.392285,0
-32.672549,-70.814368,0
-33.577102,-70.450315,0
-36.742066,-73.112027,0
-33.73199,-70.317935,0
-41.844817,-73.871166,0
-34.288636,-70.819665,0
-20.619178,-69.67366,0
-33.41797,-70.654582,0
-33.910412,-70.994143,0
-33.439043,-70.655105,0
-35.46204,-71.930608,0
-29.909617,-71.249949,"""3"""
-41.325309,-72.972205,0
-52.111826,-69.70657,0
-33.506194,-70.620121,0
-33.692748,-70.475477,0
-37.133215,-72.728362,0
-32.586499,-71.457063,0
-35.365925,-72.379072,0
-39.860523,-73.433172,0
-35.445315,-72.024069,0
-37.09122,-73.170828,0
-33.704106,-70.823285,0
-33.525451,-70.688049,0
-33.432233,-70.609839,0
-33.977067,-70.713638,0
-33.413026,-70.642273,0
-33.047379,-71.621227,0
-35.412383,-72.198375,0
-33.635677,-78.8328,0
-33.435672,-70.63677,0
-36.382312,-71.591995,0
-38.81918,-71.300986,0
-42.583742,-73.611897,0
-26.347857,-70.621834,0
-19.548909,-69.946445,0
-29.904591,-71.249786,0
-32.866164,-70.152306,0
-33.439327,-70.643381,0
-27.366359,-70.332595,0
-33.459332,-70.670467,0
-34.525115,-71.372867,0
-23.70047,-70.42203,0
-20.912073,-69.630457,0
-37.474134,-72.346501,"""11"""
-33.452245,-70.599259,0
-23.680726,-68.061712,0
-20.220685,-70.148481,"""5"""
-27.361434,-70.348982,0
-32.933869,-71.443035,0
-33.607264,-70.692983,0
-35.544399,-72.090384,0
-23.640955,-70.398796,0
-33.554803,-71.599622,0
-20.210422,-70.149316,0
-33.458718,-70.61473,0
-40.57481,-73.13152,0
-34.288462,-70.81822,0
-33.429677,-70.643427,0
-32.784462,-70.689351,0
-34.882738,-70.65913,0
-19.596301,-70.211483,0
-20.298137,-68.851799,0
-20.215032,-70.152173,0
-33.359925,-71.6878,0
-33.43798,-70.65198,0
-34.883592,-71.993454,0
-33.42757,-70.616319,0
-37.002353,-73.186904,0
-33.438436,-70.672943,0
-33.454912,-70.635463,"""25"""
-38.789393,-72.664222,0
-42.400764,-74.079888,0
-21.853386,-69.514181,0
-29.903101,-71.252815,0
-34.246375,-70.379998,0
-35.428909,-71.673448,0
-33.466048,-70.610567,0
-33.431201,-70.634156,0
-35.426703,-71.661826,"""3"""
-36.619012,-72.118923,"""5"""
